sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Mph);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-2.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;-1.0;-1.0;0.0;16.0;39.0;-17.0;-48.0;257.0;-11.0;10.0;2.0;16.0;42.49;-83.42;774.0;862.9688264429464;1.0;19.35;61.0;10 / 12;284508;2018-07-25 07:36:46:102
0.0;1.0;10.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;29.0;-15.0;-55.0;254.0;-6.0;-1.0;2.0;16.0;42.49;-83.42;774.0;862.9688264429464;1.0;19.35;61.0;11 / 13;285008;2018-07-25 07:36:46:602
1.0;1.0;10.0;1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;25.0;-14.0;-56.0;254.0;-5.0;-5.0;2.0;15.0;42.49;-83.42;774.0;862.9688264429464;1.0;19.35;61.0;11 / 13;285508;2018-07-25 07:36:47:102
1.0;1.0;10.0;1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;25.0;-13.0;-57.0;255.0;-5.0;-5.0;2.0;17.0;42.49;-83.42;774.0;862.9688264429464;1.0;19.35;61.0;10 / 13;286008;2018-07-25 07:36:47:602
1.0;1.0;10.0;1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;51.0;25.0;-14.0;-57.0;253.0;-5.0;-5.0;2.0;16.0;42.49;-83.42;774.0;862.9688264429464;1.0;19.35;61.0;10 / 13;286508;2018-07-25 07:36:48:102
0.0;1.0;10.0;1.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;53.0;26.0;-17.0;-55.0;252.0;-8.0;-4.0;2.0;16.0;42.49;-83.42;774.0;862.9688264429464;1.0;19.35;61.0;10 / 13;287008;2018-07-25 07:36:48:602
0.0;3.0;9.0;0.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;49.0;30.0;-28.0;-49.0;252.0;-20.0;1.0;2.0;17.0;42.49;-83.42;774.0;862.9688264429464;1.0;19.35;61.0;10 / 13;287508;2018-07-25 07:36:49:102
0.0;4.0;9.0;0.0;4.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;49.0;32.0;-30.0;-47.0;255.0;-23.0;3.0;2.0;16.0;42.49;-83.42;774.0;862.9688264429464;1.0;19.35;61.0;11 / 13;288008;2018-07-25 07:36:49:602
-1.0;4.0;9.0;0.0;4.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;39.0;32.0;-29.0;-47.0;255.0;-23.0;3.0;2.0;16.0;42.49;-83.42;774.0;862.9688264429464;1.0;19.35;61.0;11 / 13;288508;2018-07-25 07:36:50:102
0.0;4.0;9.0;0.0;4.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;31.0;-29.0;-48.0;255.0;-22.0;3.0;2.0;15.0;42.49;-83.42;774.0;862.9688264429464;1.0;19.35;61.0;11 / 13;289008;2018-07-25 07:36:50:602
0.0;4.0;9.0;0.0;4.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;29.0;32.0;-29.0;-47.0;255.0;-23.0;3.0;2.0;17.0;42.49;-83.42;774.0;862.9688264429464;1.0;19.35;61.0;11 / 13;289508;2018-07-25 07:36:51:102
-1.0;4.0;9.0;0.0;4.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;32.0;-29.0;-47.0;255.0;-23.0;3.0;2.0;16.0;42.49;-83.42;774.0;862.9688264429464;1.0;19.35;61.0;11 / 13;290008;2018-07-25 07:36:51:602
-1.0;3.0;10.0;-1.0;3.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;24.0;36.0;-22.0;-48.0;255.0;-15.0;5.0;2.0;20.0;42.49;-83.42;774.0;862.9688264429464;1.0;19.35;61.0;11 / 13;290507;2018-07-25 07:36:52:101
-2.0;2.0;11.0;-1.0;3.0;9.0;0.0;-1.0;1.0;1.0;1.0;0.0;20.0;38.0;-24.0;-46.0;254.0;-16.0;9.0;2.0;16.0;42.49;-83.42;774.0;862.9688264429464;1.0;19.35;61.0;12 / 13;291008;2018-07-25 07:36:52:602
-1.0;2.0;8.0;-2.0;1.0;10.0;0.0;1.0;-1.0;3.0;5.0;1.0;21.0;39.0;-19.0;-45.0;245.0;-3.0;4.0;2.0;23.0;42.49;-83.42;774.0;862.9688264429464;1.0;19.35;61.0;12 / 13;291507;2018-07-25 07:36:53:101
2.0;3.0;11.0;2.0;2.0;9.0;0.0;1.0;2.0;0.0;1.0;-1.0;21.0;17.0;-19.0;-58.0;251.0;-10.0;-14.0;2.0;21.0;42.49;-83.42;774.0;862.9688264429464;1.0;19.35;61.0;12 / 13;292007;2018-07-25 07:36:53:601
0.0;3.0;9.0;0.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;53.0;28.0;-29.0;-48.0;249.0;-20.0;-2.0;2.0;16.0;42.49;-83.42;774.0;862.9688264429464;1.0;19.35;61.0;12 / 13;292508;2018-07-25 07:36:54:102
-1.0;6.0;4.0;0.0;6.0;8.0;-1.0;0.0;-3.0;1.0;0.0;0.0;53.0;28.0;-45.0;-38.0;250.0;-39.0;-1.0;2.0;16.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;36.0;12 / 13;293011;2018-07-25 07:36:54:605
-1.0;7.0;8.0;-1.0;7.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;17.0;32.0;-44.0;-35.0;256.0;-42.0;5.0;2.0;18.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;36.0;12 / 13;293508;2018-07-25 07:36:55:102
-1.0;7.0;7.0;-1.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;33.0;-46.0;-33.0;255.0;-45.0;7.0;2.0;18.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;32.0;13 / 13;294007;2018-07-25 07:36:55:601
-1.0;7.0;7.0;-1.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;33.0;-45.0;-34.0;258.0;-44.0;7.0;2.0;15.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;32.0;13 / 13;294508;2018-07-25 07:36:56:102
-1.0;7.0;7.0;-1.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;32.0;-45.0;-33.0;256.0;-44.0;6.0;2.0;16.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;29.0;13 / 13;295007;2018-07-25 07:36:56:601
-1.0;7.0;7.0;-1.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;32.0;-45.0;-33.0;256.0;-44.0;6.0;2.0;17.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;29.0;13 / 13;295507;2018-07-25 07:36:57:101
-1.0;7.0;7.0;-1.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;32.0;-45.0;-34.0;257.0;-44.0;6.0;2.0;15.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;27.0;13 / 13;296007;2018-07-25 07:36:57:601
-1.0;7.0;7.0;-1.0;7.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;32.0;-45.0;-34.0;257.0;-44.0;6.0;2.0;16.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;27.0;13 / 13;296507;2018-07-25 07:36:58:101
1.0;-3.0;9.0;0.0;-2.0;10.0;1.0;0.0;-1.0;1.0;0.0;0.0;8.0;30.0;0.0;-55.0;249.0;13.0;-2.0;2.0;21.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;25.0;13 / 13;297008;2018-07-25 07:36:58:602
0.0;-2.0;10.0;0.0;-2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;29.0;0.0;-55.0;250.0;12.0;-1.0;2.0;15.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;25.0;13 / 13;297508;2018-07-25 07:36:59:102
0.0;-2.0;11.0;0.0;-2.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;22.0;30.0;-2.0;-55.0;248.0;11.0;-1.0;2.0;16.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;26.0;13 / 13;298008;2018-07-25 07:36:59:602
-1.0;6.0;7.0;0.0;5.0;8.0;0.0;0.0;-1.0;0.0;0.0;0.0;50.0;28.0;-38.0;-43.0;251.0;-32.0;0.0;2.0;18.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;26.0;13 / 13;298508;2018-07-25 07:37:00:102
0.0;5.0;8.0;0.0;5.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;29.0;-37.0;-43.0;252.0;-31.0;1.0;2.0;16.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;20.0;13 / 13;299008;2018-07-25 07:37:00:602
0.0;5.0;8.0;0.0;5.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;29.0;-37.0;-43.0;252.0;-31.0;0.0;2.0;18.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;20.0;13 / 13;299508;2018-07-25 07:37:01:102
0.0;0.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;29.0;-11.0;-55.0;249.0;1.0;-1.0;2.0;17.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;18.0;12 / 14;300007;2018-07-25 07:37:01:601
0.0;3.0;9.0;0.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;29.0;-28.0;-48.0;251.0;-20.0;0.0;2.0;17.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;18.0;12 / 14;300507;2018-07-25 07:37:02:101
0.0;3.0;9.0;0.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;29.0;-27.0;-49.0;251.0;-19.0;0.0;2.0;17.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;18.0;13 / 14;301007;2018-07-25 07:37:02:601
0.0;0.0;11.0;0.0;0.0;10.0;0.0;0.0;2.0;0.0;0.0;0.0;28.0;28.0;-14.0;-54.0;247.0;-1.0;-2.0;2.0;16.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;18.0;13 / 14;301507;2018-07-25 07:37:03:101
0.0;4.0;9.0;0.0;4.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;28.0;-31.0;-47.0;252.0;-24.0;-1.0;2.0;16.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;15.0;13 / 14;302007;2018-07-25 07:37:03:601
0.0;4.0;9.0;0.0;4.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;28.0;-32.0;-47.0;249.0;-23.0;-1.0;2.0;15.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;15.0;13 / 14;302507;2018-07-25 07:37:04:101
0.0;3.0;10.0;0.0;3.0;9.0;0.0;0.0;0.0;-1.0;0.0;0.0;25.0;26.0;-25.0;-52.0;251.0;-16.0;-3.0;2.0;16.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;13.0;12 / 14;303008;2018-07-25 07:37:04:602
-1.0;-2.0;8.0;1.0;2.0;10.0;-2.0;-4.0;-1.0;1.0;1.0;-6.0;31.0;25.0;-3.0;-58.0;282.0;-10.0;-6.0;2.0;17.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;13.0;12 / 14;303508;2018-07-25 07:37:05:102
-2.0;1.0;6.0;-1.0;1.0;10.0;-1.0;1.0;-3.0;0.0;-1.0;-1.0;50.0;34.0;-15.0;-48.0;249.0;-4.0;5.0;2.0;30.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;11.0;12 / 14;304008;2018-07-25 07:37:05:602
-2.0;-8.0;18.0;-1.0;-1.0;10.0;-2.0;-7.0;8.0;-2.0;1.0;0.0;50.0;34.0;-5.0;-51.0;256.0;2.0;4.0;2.0;16.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;11.0;12 / 14;304508;2018-07-25 07:37:06:102
13.0;-33.0;36.0;-3.0;-1.0;9.0;16.0;-32.0;26.0;1.0;-1.0;1.0;42.0;36.0;-3.0;-40.0;248.0;7.0;18.0;2.0;24.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;6.0;12 / 13;305008;2018-07-25 07:37:06:602
0.0;-1.0;12.0;0.0;-1.0;10.0;0.0;-1.0;2.0;0.0;0.0;1.0;44.0;25.0;-2.0;-58.0;258.0;4.0;-2.0;2.0;51.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;6.0;12 / 13;305507;2018-07-25 07:37:07:101
0.0;0.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;44.0;26.0;-4.0;-56.0;261.0;1.0;-2.0;2.0;18.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;3.0;12 / 14;306007;2018-07-25 07:37:07:601
1.0;0.0;9.0;1.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;46.0;25.0;-4.0;-57.0;261.0;1.0;-3.0;2.0;15.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;3.0;12 / 14;306507;2018-07-25 07:37:08:101
3.0;-1.0;12.0;1.0;0.0;10.0;2.0;-1.0;2.0;0.0;0.0;-1.0;48.0;22.0;-2.0;-59.0;261.0;2.0;-5.0;2.0;16.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;358.0;11 / 14;307008;2018-07-25 07:37:08:602
0.0;4.0;20.0;1.0;-1.0;10.0;-2.0;5.0;10.0;2.0;3.0;2.0;49.0;21.0;9.0;-60.0;275.0;6.0;-9.0;2.0;41.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;358.0;11 / 14;307508;2018-07-25 07:37:09:102
0.0;1.0;9.0;0.0;1.0;10.0;0.0;-1.0;0.0;1.0;1.0;0.0;47.0;29.0;-11.0;-52.0;264.0;-7.0;2.0;2.0;61.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;352.0;12 / 14;308007;2018-07-25 07:37:09:601
0.0;0.0;10.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;41.0;30.0;-8.0;-53.0;260.0;-3.0;2.0;2.0;17.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;352.0;12 / 14;308507;2018-07-25 07:37:10:101
-1.0;1.0;10.0;-1.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;41.0;32.0;-8.0;-53.0;260.0;-3.0;3.0;2.0;17.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;344.0;10 / 15;309007;2018-07-25 07:37:10:601
-2.0;0.0;12.0;0.0;0.0;10.0;-1.0;0.0;2.0;-1.0;-1.0;-1.0;37.0;27.0;-1.0;-57.0;267.0;-2.0;1.0;2.0;31.0;42.49;-83.42;772.0;862.7203205370568;1.0;19.35;344.0;10 / 15;309507;2018-07-25 07:37:11:101
-11.0;-29.0;1.0;-3.0;2.0;9.0;-8.0;-29.0;-8.0;9.0;5.0;-6.0;33.0;41.0;-16.0;-33.0;257.0;-12.0;17.0;2.0;47.0;42.49;-83.42;772.0;862.7203205370568;1.0;25.81;342.0;10 / 15;310007;2018-07-25 07:37:11:601
-24.0;29.0;-14.0;-3.0;4.0;8.0;-22.0;26.0;-26.0;-4.0;-2.0;2.0;32.0;39.0;-7.0;-46.0;313.0;-25.0;22.0;2.0;63.0;42.49;-83.42;772.0;862.7203205370568;1.0;25.81;342.0;10 / 15;310508;2018-07-25 07:37:12:102
1.0;1.0;10.0;0.0;0.0;10.0;1.0;0.0;0.0;0.0;0.0;0.0;30.0;29.0;0.0;-58.0;275.0;-3.0;1.0;2.0;56.0;42.49;-83.42;772.0;862.7203205370568;1.0;25.81;339.0;11 / 15;311007;2018-07-25 07:37:12:601
0.0;2.0;10.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;28.0;-3.0;-59.0;278.0;-7.0;0.0;2.0;30.0;42.49;-83.42;772.0;862.7203205370568;1.0;25.81;339.0;11 / 15;311508;2018-07-25 07:37:13:102
0.0;0.0;9.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;28.0;1.0;-60.0;274.0;-2.0;-1.0;2.0;24.0;42.49;-83.42;772.0;862.7203205370568;1.0;25.81;346.0;12 / 16;312007;2018-07-25 07:37:13:601
0.0;0.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;28.0;1.0;-61.0;270.0;1.0;-2.0;2.0;23.0;42.49;-83.42;772.0;862.7203205370568;1.0;25.81;346.0;12 / 16;312507;2018-07-25 07:37:14:101
0.0;0.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;28.0;0.0;-61.0;270.0;0.0;-1.0;2.0;27.0;42.49;-83.42;772.0;862.7203205370568;1.0;25.81;344.0;12 / 17;313007;2018-07-25 07:37:14:601
3.0;-2.0;10.0;2.0;-1.0;10.0;1.0;0.0;1.0;0.0;0.0;0.0;32.0;18.0;8.0;-65.0;270.0;6.0;-10.0;2.0;24.0;42.49;-83.42;772.0;862.7203205370568;1.0;25.81;344.0;12 / 17;313507;2018-07-25 07:37:15:101
-11.0;5.0;-2.0;-7.0;4.0;6.0;-7.0;2.0;-9.0;6.0;22.0;4.0;38.0;57.0;-22.0;-9.0;257.0;-18.0;24.0;2.0;55.0;42.49;-83.42;772.0;862.7203205370568;1.0;25.81;344.0;12 / 17;314007;2018-07-25 07:37:15:601
12.0;-4.0;-8.0;-1.0;0.0;10.0;13.0;-4.0;-18.0;12.0;18.0;1.0;29.0;39.0;-14.0;-45.0;252.0;14.0;-18.0;2.0;52.0;42.49;-83.42;772.0;862.7203205370568;1.0;25.81;344.0;12 / 17;314507;2018-07-25 07:37:16:101
13.0;-5.0;-2.0;3.0;-3.0;9.0;10.0;-4.0;-8.0;12.0;20.0;3.0;30.0;27.0;-2.0;-56.0;255.0;30.0;-35.0;2.0;46.0;42.49;-83.42;772.0;861.9825121369851;1.0;25.81;337.0;12 / 17;315007;2018-07-25 07:37:16:601
-5.0;-9.0;20.0;-5.0;0.0;8.0;1.0;-10.0;12.0;13.0;21.0;11.0;24.0;47.0;-23.0;-34.0;249.0;28.0;-23.0;2.0;50.0;42.49;-83.42;772.0;861.9825121369851;1.0;25.81;337.0;12 / 17;315507;2018-07-25 07:37:17:101
-2.0;1.0;9.0;-4.0;0.0;9.0;2.0;1.0;0.0;2.0;2.0;0.0;24.0;41.0;-12.0;-46.0;236.0;5.0;18.0;2.0;57.0;42.49;-83.42;773.0;861.9825121369851;2.0;25.81;330.0;12 / 17;316007;2018-07-25 07:37:17:601
-3.0;2.0;10.0;-3.0;2.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;46.0;-14.0;-43.0;262.0;-10.0;19.0;2.0;21.0;42.49;-83.42;773.0;861.9825121369851;2.0;25.81;330.0;12 / 17;316508;2018-07-25 07:37:18:102
-1.0;1.0;10.0;-1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;34.0;-10.0;-53.0;255.0;-3.0;4.0;2.0;17.0;42.49;-83.42;773.0;861.9825121369851;2.0;25.81;325.0;12 / 17;317007;2018-07-25 07:37:18:601
0.0;0.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;30.0;-9.0;-57.0;256.0;-1.0;0.0;2.0;17.0;42.49;-83.42;773.0;861.9825121369851;2.0;25.81;325.0;12 / 17;317507;2018-07-25 07:37:19:101
0.0;0.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;-1.0;-1.0;0.0;30.0;31.0;-5.0;-55.0;261.0;0.0;3.0;2.0;16.0;42.49;-83.42;773.0;861.9825121369851;2.0;25.81;321.0;12 / 17;318008;2018-07-25 07:37:19:602
0.0;0.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;30.0;-6.0;-56.0;255.0;2.0;0.0;2.0;15.0;42.49;-83.42;773.0;861.9825121369851;2.0;25.81;321.0;12 / 17;318507;2018-07-25 07:37:20:101
0.0;-1.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0;30.0;-5.0;-56.0;256.0;3.0;-1.0;2.0;16.0;42.49;-83.42;773.0;861.9825121369851;2.0;25.81;321.0;12 / 17;319007;2018-07-25 07:37:20:601
0.0;0.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;46.0;30.0;-5.0;-56.0;257.0;2.0;-1.0;2.0;17.0;42.49;-83.42;773.0;861.9825121369851;2.0;25.81;321.0;12 / 17;319507;2018-07-25 07:37:21:101
0.0;0.0;9.0;0.0;0.0;10.0;1.0;0.0;-1.0;1.0;0.0;0.0;46.0;31.0;-12.0;-54.0;252.0;-1.0;0.0;2.0;16.0;42.49;-83.42;773.0;861.9825121369851;2.0;25.81;321.0;11 / 16;320008;2018-07-25 07:37:21:602
0.0;1.0;10.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;48.0;30.0;-17.0;-53.0;253.0;-8.0;1.0;2.0;18.0;42.49;-83.42;773.0;861.9825121369851;2.0;25.81;321.0;11 / 16;320508;2018-07-25 07:37:22:102
0.0;1.0;10.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0;31.0;-16.0;-53.0;254.0;-8.0;1.0;2.0;17.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;310.0;11 / 16;321008;2018-07-25 07:37:22:602
0.0;1.0;10.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;42.0;31.0;-16.0;-54.0;253.0;-7.0;0.0;2.0;17.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;310.0;11 / 16;321508;2018-07-25 07:37:23:102
0.0;1.0;10.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;39.0;30.0;-15.0;-54.0;253.0;-6.0;0.0;2.0;17.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;314.0;12 / 16;322008;2018-07-25 07:37:23:602
0.0;1.0;10.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;30.0;-15.0;-54.0;253.0;-6.0;0.0;2.0;18.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;314.0;12 / 16;322508;2018-07-25 07:37:24:102
0.0;1.0;10.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;30.0;-15.0;-53.0;255.0;-6.0;0.0;2.0;17.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;312.0;11 / 17;323008;2018-07-25 07:37:24:602
0.0;1.0;10.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;41.0;30.0;-13.0;-54.0;255.0;-5.0;0.0;2.0;18.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;312.0;11 / 17;323507;2018-07-25 07:37:25:101
0.0;0.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;41.0;29.0;-12.0;-55.0;253.0;-3.0;-1.0;2.0;17.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;11 / 17;324007;2018-07-25 07:37:25:601
0.0;0.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;41.0;29.0;-11.0;-56.0;251.0;-1.0;-2.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;11 / 17;324507;2018-07-25 07:37:26:101
0.0;0.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0;28.0;-10.0;-56.0;253.0;-1.0;-2.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;12 / 17;325007;2018-07-25 07:37:26:601
0.0;0.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0;29.0;-10.0;-56.0;253.0;-1.0;-2.0;2.0;15.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;12 / 17;325507;2018-07-25 07:37:27:101
0.0;0.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;47.0;28.0;-10.0;-56.0;253.0;-1.0;-2.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;12 / 16;326008;2018-07-25 07:37:27:602
0.0;0.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;48.0;29.0;-10.0;-56.0;252.0;-1.0;-2.0;2.0;17.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;12 / 16;326508;2018-07-25 07:37:28:102
3.0;0.0;9.0;3.0;0.0;9.0;0.0;0.0;0.0;0.0;-1.0;0.0;48.0;11.0;-11.0;-61.0;254.0;-3.0;-15.0;2.0;17.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;12 / 16;327007;2018-07-25 07:37:28:601
5.0;1.0;8.0;5.0;0.0;9.0;0.0;0.0;-1.0;0.0;0.0;0.0;48.0;-1.0;-9.0;-63.0;257.0;-2.0;-30.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;12 / 16;327507;2018-07-25 07:37:29:101
6.0;0.0;7.0;6.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;86.0;-10.0;-9.0;-63.0;258.0;-3.0;-36.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;12 / 16;328007;2018-07-25 07:37:29:601
4.0;0.0;9.0;4.0;0.0;9.0;0.0;0.0;0.0;1.0;2.0;1.0;103.0;6.0;-10.0;-62.0;254.0;0.0;-26.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;12 / 16;328508;2018-07-25 07:37:30:102
2.0;0.0;10.0;2.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;99.0;16.0;-11.0;-60.0;252.0;-3.0;-14.0;2.0;15.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;12 / 16;329008;2018-07-25 07:37:30:602
2.0;1.0;9.0;2.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;67.0;17.0;-13.0;-59.0;251.0;-3.0;-13.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;12 / 16;329508;2018-07-25 07:37:31:102
2.0;1.0;10.0;2.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;67.0;17.0;-13.0;-59.0;252.0;-4.0;-13.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;12 / 16;330008;2018-07-25 07:37:31:602
2.0;1.0;10.0;2.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;65.0;18.0;-13.0;-59.0;251.0;-3.0;-12.0;2.0;17.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;12 / 16;330508;2018-07-25 07:37:32:102
