sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Mph);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
2.0;1.0;10.0;2.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;65.0;19.0;-13.0;-58.0;251.0;-3.0;-10.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;12 / 16;331008;2018-07-25 07:37:32:602
2.0;1.0;10.0;2.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;65.0;19.0;-14.0;-58.0;249.0;-3.0;-10.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;12 / 16;331507;2018-07-25 07:37:33:101
2.0;1.0;10.0;2.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;59.0;20.0;-14.0;-57.0;249.0;-3.0;-10.0;2.0;17.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;12 / 15;332007;2018-07-25 07:37:33:601
2.0;1.0;10.0;2.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;59.0;16.0;-14.0;-59.0;249.0;-3.0;-13.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;12 / 15;332508;2018-07-25 07:37:34:102
1.0;1.0;9.0;2.0;1.0;10.0;-1.0;0.0;0.0;0.0;0.0;0.0;68.0;20.0;-15.0;-58.0;249.0;-4.0;-10.0;2.0;17.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;12 / 15;333008;2018-07-25 07:37:34:602
2.0;1.0;10.0;2.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;65.0;21.0;-14.0;-58.0;251.0;-4.0;-9.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;12 / 15;333507;2018-07-25 07:37:35:101
2.0;1.0;10.0;2.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;65.0;21.0;-14.0;-58.0;251.0;-4.0;-9.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;12 / 15;334007;2018-07-25 07:37:35:601
1.0;1.0;10.0;2.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;58.0;21.0;-15.0;-57.0;249.0;-4.0;-9.0;2.0;15.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;12 / 15;334507;2018-07-25 07:37:36:101
2.0;1.0;10.0;2.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;58.0;21.0;-14.0;-58.0;251.0;-4.0;-9.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;335007;2018-07-25 07:37:36:601
1.0;1.0;10.0;1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;57.0;22.0;-15.0;-57.0;251.0;-5.0;-8.0;2.0;15.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;335507;2018-07-25 07:37:37:101
1.0;1.0;10.0;1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;54.0;22.0;-15.0;-57.0;250.0;-4.0;-8.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;336010;2018-07-25 07:37:37:604
1.0;1.0;10.0;1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;55.0;22.0;-15.0;-57.0;250.0;-5.0;-8.0;2.0;15.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;336507;2018-07-25 07:37:38:101
1.0;1.0;10.0;1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;55.0;22.0;-15.0;-57.0;250.0;-5.0;-8.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;337007;2018-07-25 07:37:38:601
1.0;1.0;10.0;1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;54.0;22.0;-15.0;-57.0;251.0;-5.0;-8.0;2.0;15.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;337507;2018-07-25 07:37:39:101
1.0;1.0;10.0;1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;54.0;22.0;-16.0;-57.0;249.0;-5.0;-8.0;2.0;15.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;338008;2018-07-25 07:37:39:602
1.0;1.0;10.0;1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;54.0;22.0;-15.0;-57.0;251.0;-5.0;-8.0;2.0;15.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;338508;2018-07-25 07:37:40:102
1.0;1.0;10.0;1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;57.0;22.0;-15.0;-57.0;250.0;-5.0;-8.0;2.0;15.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;339008;2018-07-25 07:37:40:602
1.0;1.0;10.0;1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;54.0;22.0;-15.0;-57.0;250.0;-5.0;-8.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;339508;2018-07-25 07:37:41:102
1.0;1.0;10.0;1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;55.0;22.0;-16.0;-57.0;249.0;-5.0;-8.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;340007;2018-07-25 07:37:41:601
1.0;1.0;10.0;1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;56.0;23.0;-15.0;-57.0;251.0;-5.0;-8.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;340507;2018-07-25 07:37:42:101
1.0;1.0;10.0;1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;56.0;24.0;-16.0;-56.0;250.0;-6.0;-7.0;2.0;17.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;341007;2018-07-25 07:37:42:601
0.0;2.0;8.0;-1.0;2.0;10.0;1.0;0.0;-1.0;0.0;1.0;0.0;55.0;34.0;-22.0;-47.0;250.0;-12.0;4.0;2.0;17.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;341507;2018-07-25 07:37:43:101
-1.0;2.0;9.0;-2.0;2.0;9.0;0.0;0.0;-1.0;0.0;0.0;0.0;46.0;38.0;-22.0;-44.0;250.0;-12.0;10.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;342008;2018-07-25 07:37:43:602
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;36.0;-19.0;-47.0;251.0;-9.0;6.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;342508;2018-07-25 07:37:44:102
-1.0;1.0;10.0;-1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;35.0;-17.0;-48.0;251.0;-7.0;5.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;343007;2018-07-25 07:37:44:601
-1.0;1.0;10.0;-1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;34.0;-16.0;-49.0;252.0;-7.0;4.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;343508;2018-07-25 07:37:45:102
-1.0;1.0;10.0;-1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;34.0;-17.0;-49.0;250.0;-7.0;4.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;344008;2018-07-25 07:37:45:602
-1.0;1.0;10.0;-1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;35.0;-17.0;-49.0;251.0;-7.0;4.0;2.0;15.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;344507;2018-07-25 07:37:46:101
-1.0;1.0;10.0;-1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;34.0;-17.0;-49.0;250.0;-7.0;4.0;2.0;15.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;9 / 15;345008;2018-07-25 07:37:46:602
-1.0;1.0;10.0;-1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;34.0;-17.0;-49.0;251.0;-7.0;4.0;2.0;17.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;9 / 15;345508;2018-07-25 07:37:47:102
-1.0;1.0;10.0;-1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;34.0;-17.0;-49.0;251.0;-7.0;4.0;2.0;15.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;9 / 15;346008;2018-07-25 07:37:47:602
-1.0;2.0;9.0;-1.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;34.0;-18.0;-49.0;251.0;-8.0;4.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;9 / 15;346507;2018-07-25 07:37:48:101
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;34.0;-19.0;-49.0;251.0;-9.0;4.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;9 / 15;347007;2018-07-25 07:37:48:601
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;34.0;-19.0;-48.0;250.0;-9.0;4.0;2.0;15.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;9 / 15;347508;2018-07-25 07:37:49:102
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;35.0;-20.0;-48.0;251.0;-9.0;4.0;2.0;17.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;9 / 15;348007;2018-07-25 07:37:49:601
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;35.0;-19.0;-48.0;252.0;-9.0;4.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;9 / 15;348507;2018-07-25 07:37:50:101
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;34.0;-20.0;-48.0;250.0;-10.0;4.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;349007;2018-07-25 07:37:50:601
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;34.0;-20.0;-48.0;250.0;-10.0;4.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;349508;2018-07-25 07:37:51:102
-1.0;3.0;9.0;-1.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;35.0;-27.0;-44.0;250.0;-18.0;6.0;2.0;25.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;350008;2018-07-25 07:37:51:602
-1.0;3.0;9.0;-1.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;29.0;35.0;-25.0;-45.0;252.0;-17.0;6.0;2.0;18.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;350507;2018-07-25 07:37:52:101
-1.0;3.0;9.0;-1.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;29.0;34.0;-25.0;-46.0;250.0;-16.0;5.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;351008;2018-07-25 07:37:52:602
-1.0;3.0;9.0;-1.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;35.0;-25.0;-46.0;251.0;-16.0;6.0;2.0;15.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;351508;2018-07-25 07:37:53:102
-1.0;3.0;9.0;-1.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;35.0;-25.0;-46.0;251.0;-16.0;6.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;352008;2018-07-25 07:37:53:602
-1.0;3.0;9.0;-1.0;3.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;35.0;-25.0;-45.0;250.0;-16.0;5.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;352507;2018-07-25 07:37:54:101
1.0;2.0;10.0;-1.0;2.0;9.0;1.0;0.0;1.0;0.0;0.0;0.0;30.0;34.0;-23.0;-48.0;252.0;-14.0;4.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;353008;2018-07-25 07:37:54:602
-1.0;2.0;9.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;34.0;-22.0;-48.0;253.0;-14.0;3.0;2.0;27.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;353507;2018-07-25 07:37:55:101
0.0;2.0;9.0;0.0;1.0;10.0;1.0;0.0;-1.0;-1.0;-1.0;1.0;31.0;29.0;-21.0;-50.0;245.0;-9.0;2.0;2.0;20.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;354007;2018-07-25 07:37:55:601
-1.0;2.0;9.0;0.0;2.0;9.0;0.0;0.0;0.0;0.0;0.0;1.0;33.0;25.0;-33.0;-38.0;227.0;-14.0;3.0;2.0;22.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;354508;2018-07-25 07:37:56:102
-1.0;2.0;10.0;-1.0;3.0;9.0;0.0;-1.0;0.0;0.0;0.0;1.0;33.0;15.0;-38.0;-33.0;205.0;-16.0;4.0;2.0;17.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;9 / 15;355007;2018-07-25 07:37:56:601
-1.0;3.0;9.0;0.0;3.0;9.0;-1.0;0.0;-1.0;0.0;0.0;0.0;37.0;8.0;-37.0;-35.0;197.0;-15.0;0.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;9 / 15;355507;2018-07-25 07:37:57:101
1.0;3.0;9.0;1.0;3.0;9.0;0.0;0.0;0.0;1.0;0.0;-1.0;69.0;2.0;-38.0;-35.0;189.0;-15.0;-3.0;2.0;15.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 16;356008;2018-07-25 07:37:57:602
0.0;5.0;7.0;0.0;6.0;8.0;0.0;-1.0;-1.0;0.0;0.0;0.0;105.0;3.0;-48.0;-22.0;189.0;-39.0;-2.0;2.0;15.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 16;356508;2018-07-25 07:37:58:102
0.0;6.0;8.0;0.0;6.0;8.0;0.0;1.0;0.0;0.0;0.0;0.0;105.0;3.0;-46.0;-25.0;188.0;-35.0;-4.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 16;357008;2018-07-25 07:37:58:602
1.0;4.0;8.0;1.0;5.0;8.0;0.0;-1.0;0.0;0.0;0.0;0.0;51.0;0.0;-45.0;-28.0;187.0;-32.0;-6.0;2.0;15.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 16;357508;2018-07-25 07:37:59:102
-1.0;2.0;12.0;0.0;2.0;10.0;-1.0;-1.0;3.0;-1.0;0.0;-2.0;51.0;16.0;-31.0;-40.0;218.0;-15.0;-1.0;2.0;15.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 16;358009;2018-07-25 07:37:59:603
-5.0;4.0;9.0;-1.0;3.0;9.0;-3.0;2.0;0.0;1.0;0.0;-1.0;54.0;38.0;-26.0;-42.0;246.0;-14.0;7.0;2.0;20.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 16;358508;2018-07-25 07:38:00:102
-2.0;2.0;10.0;-1.0;2.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;37.0;-25.0;-44.0;249.0;-13.0;7.0;2.0;18.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 16;359007;2018-07-25 07:38:00:601
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;35.0;-23.0;-45.0;248.0;-12.0;5.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 16;359508;2018-07-25 07:38:01:102
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;37.0;-24.0;-44.0;248.0;-12.0;6.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 16;360008;2018-07-25 07:38:01:602
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;36.0;-24.0;-44.0;247.0;-12.0;6.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 16;360507;2018-07-25 07:38:02:101
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;36.0;-23.0;-45.0;248.0;-12.0;6.0;2.0;17.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 16;361008;2018-07-25 07:38:02:602
0.0;2.0;10.0;0.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;32.0;33.0;-23.0;-47.0;246.0;-10.0;3.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 16;361507;2018-07-25 07:38:03:101
-1.0;0.0;9.0;-2.0;0.0;10.0;1.0;-1.0;0.0;0.0;0.0;0.0;32.0;35.0;-24.0;-42.0;231.0;-3.0;10.0;2.0;21.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;9 / 16;362008;2018-07-25 07:38:03:602
-1.0;0.0;10.0;0.0;0.0;10.0;-1.0;-1.0;1.0;0.0;0.0;0.0;33.0;27.0;-22.0;-48.0;231.0;-1.0;1.0;2.0;17.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;9 / 16;362508;2018-07-25 07:38:04:102
1.0;0.0;11.0;0.0;1.0;10.0;1.0;-1.0;1.0;0.0;0.0;-1.0;38.0;27.0;-22.0;-50.0;234.0;-3.0;-1.0;2.0;22.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 16;363007;2018-07-25 07:38:04:601
0.0;2.0;9.0;0.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;52.0;29.0;-24.0;-47.0;241.0;-9.0;0.0;2.0;18.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 16;363507;2018-07-25 07:38:05:101
-1.0;2.0;10.0;0.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;52.0;30.0;-25.0;-46.0;239.0;-11.0;2.0;2.0;17.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 16;364007;2018-07-25 07:38:05:601
0.0;2.0;10.0;0.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;38.0;30.0;-26.0;-46.0;240.0;-11.0;2.0;2.0;17.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 16;364507;2018-07-25 07:38:06:101
0.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;38.0;32.0;-26.0;-44.0;241.0;-11.0;3.0;2.0;17.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;365007;2018-07-25 07:38:06:601
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;38.0;33.0;-26.0;-44.0;242.0;-12.0;4.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;365507;2018-07-25 07:38:07:101
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;33.0;-26.0;-44.0;242.0;-12.0;4.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;366007;2018-07-25 07:38:07:601
-1.0;2.0;9.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;32.0;-26.0;-45.0;241.0;-11.0;4.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;366507;2018-07-25 07:38:08:101
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;33.0;-26.0;-45.0;241.0;-11.0;4.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;367007;2018-07-25 07:38:08:601
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;32.0;-26.0;-45.0;241.0;-11.0;4.0;2.0;18.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;367507;2018-07-25 07:38:09:101
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;33.0;-26.0;-45.0;241.0;-11.0;4.0;2.0;17.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;368007;2018-07-25 07:38:09:601
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;33.0;-26.0;-45.0;241.0;-12.0;4.0;2.0;17.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;368507;2018-07-25 07:38:10:101
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;33.0;-26.0;-45.0;241.0;-11.0;4.0;2.0;18.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;369007;2018-07-25 07:38:10:601
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;33.0;-26.0;-45.0;241.0;-11.0;4.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;369507;2018-07-25 07:38:11:101
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;33.0;-25.0;-45.0;242.0;-11.0;4.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;370008;2018-07-25 07:38:11:602
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;32.0;-26.0;-44.0;240.0;-11.0;4.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;370507;2018-07-25 07:38:12:101
-1.0;2.0;10.0;-1.0;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;33.0;-26.0;-45.0;241.0;-11.0;4.0;2.0;16.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;371007;2018-07-25 07:38:12:601
2.0;1.0;9.0;0.0;1.0;10.0;1.0;0.0;-3.0;-1.0;-1.0;0.0;34.0;27.0;-23.0;-50.0;241.0;-9.0;-2.0;2.0;17.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 15;371508;2018-07-25 07:38:13:102
-2.0;0.0;8.0;-2.0;-2.0;10.0;0.0;0.0;6.0;0.0;0.0;-1.0;34.0;41.0;-9.0;-46.0;241.0;9.0;11.0;2.0;34.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 16;372008;2018-07-25 07:38:13:602
-3.0;-2.0;9.0;-3.0;-1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;50.0;-5.0;-37.0;250.0;8.0;20.0;2.0;29.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;10 / 16;372508;2018-07-25 07:38:14:102
-3.0;-1.0;9.0;-4.0;-1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;51.0;-5.0;-36.0;250.0;8.0;22.0;2.0;24.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;9 / 16;373008;2018-07-25 07:38:14:602
-4.0;-1.0;9.0;-4.0;-1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;51.0;-6.0;-36.0;248.0;8.0;22.0;2.0;21.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;9 / 16;373507;2018-07-25 07:38:15:101
-5.0;-1.0;8.0;-4.0;-1.0;9.0;-1.0;0.0;-1.0;0.0;0.0;0.0;37.0;53.0;-6.0;-32.0;249.0;8.0;25.0;2.0;64.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;9 / 16;374008;2018-07-25 07:38:15:602
-4.0;-1.0;9.0;-4.0;-1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;38.0;54.0;-5.0;-33.0;250.0;8.0;26.0;2.0;23.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;9 / 16;374508;2018-07-25 07:38:16:102
-4.0;-1.0;9.0;-4.0;-1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;54.0;-6.0;-32.0;249.0;8.0;25.0;2.0;22.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;9 / 16;375007;2018-07-25 07:38:16:601
-4.0;-1.0;9.0;-4.0;-1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;53.0;-6.0;-32.0;249.0;8.0;25.0;2.0;17.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;9 / 16;375508;2018-07-25 07:38:17:102
-4.0;-1.0;9.0;-4.0;-1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;53.0;-5.0;-32.0;250.0;8.0;25.0;2.0;20.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;9 / 16;376007;2018-07-25 07:38:17:601
-4.0;-2.0;9.0;-4.0;-1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;54.0;-6.0;-31.0;250.0;8.0;26.0;2.0;25.0;42.49;-83.42;774.0;861.9825121369851;1.0;25.81;309.0;9 / 16;376508;2018-07-25 07:38:18:102
