X,Y,Z,ms,Date
0,4,11,560008,2018-07-25 07:41:21:602
0,4,10,560508,2018-07-25 07:41:22:102
0,8,10,561008,2018-07-25 07:41:22:602
1,6,4,561508,2018-07-25 07:41:23:102
2,5,3,562008,2018-07-25 07:41:23:602
-3,6,5,562508,2018-07-25 07:41:24:102
0,4,3,563007,2018-07-25 07:41:24:601
-1,9,6,563507,2018-07-25 07:41:25:101
1,8,6,564008,2018-07-25 07:41:25:602
0,6,9,564508,2018-07-25 07:41:26:102
-5,5,9,565007,2018-07-25 07:41:26:601
1,4,11,565507,2018-07-25 07:41:27:101
2,5,8,566008,2018-07-25 07:41:27:602
4,2,12,566508,2018-07-25 07:41:28:102
0,0,8,567007,2018-07-25 07:41:28:601
-3,1,8,567507,2018-07-25 07:41:29:101
